c,m,stage_degree,budget,t3,mt3,t4,mt4,t4_optimizer
11294,1,17603,1153529468,75947,75947,70412,70412,17603
11295,1,17602,1153463934,75945,75945,70408,70408,17602
11295,2,8801,288340800,37972,75944,35204,70408,8801
11296,1,17601,1153398400,75943,75943,70404,70404,17601
11297,1,17600,1153332866,75941,75941,70400,70400,17600
11297,2,8800,288308034,37970,75940,35200,70400,8800
11297,4,4400,72064418,18984,75936,17600,70400,4400
11297,8,2200,18009810,9491,75928,8800,70400,2200
11297,16,1100,4499306,4745,75920,4400,70400,1100
11298,1,17599,1153267332,75938,75938,70396,70396,17599
11299,1,17598,1153201798,75936,75936,70392,70392,17598
11299,2,8799,288275268,37967,75934,35196,70392,8799
11300,1,17597,1153136264,75934,75934,70388,70388,17597
11301,1,17596,1153070730,75932,75932,70384,70384,17596
11301,2,8798,288242502,37965,75930,35192,70384,8798
11301,4,4399,72048036,18982,75928,17596,70384,4399
11302,1,17595,1153005196,75930,75930,70380,70380,17595
11303,1,17594,1152939662,75928,75928,70376,70376,17594
11303,2,8797,288209736,37963,75926,35188,70376,8797
11304,1,17593,1152874128,75925,75925,70372,70372,17593
11305,1,17592,1152808594,75923,75923,70368,70368,17592
11305,2,8796,288176970,37961,75922,35184,70368,8796
11305,4,4398,72031654,18980,75920,17592,70368,4398
11305,8,2199,18001620,9489,75912,8796,70368,2199
11306,1,17591,1152743060,75921,75921,70364,70364,17591
11307,1,17590,1152677526,75919,75919,70360,70360,17590
11307,2,8795,288144204,37959,75918,35180,70360,8795
11308,1,17589,1152611992,75917,75917,70356,70356,17589
11309,1,17588,1152546458,75915,75915,70352,70352,17588
11309,2,8794,288111438,37957,75914,35176,70352,8794
11309,4,4397,72015272,18978,75912,17588,70352,4397
11310,1,17587,1152480924,75913,75913,70348,70348,17587
11311,1,17586,1152415390,75910,75910,70344,70344,17586
11311,2,8793,288078672,37955,75910,35172,70344,8793
11312,1,17585,1152349856,75908,75908,70340,70340,17585
11313,1,17584,1152284322,75906,75906,70336,70336,17584
11313,2,8792,288045906,37952,75904,35168,70336,8792
11313,4,4396,71998890,18976,75904,17584,70336,4396
11313,8,2198,17993430,9487,75896,8792,70336,2198
11313,16,1099,4495212,4743,75888,4396,70336,1099
11313,32,549,1121208,2370,75840,2196,70272,549
11313,64,274,279006,1183,75712,1096,70144,274
11314,1,17583,1152218788,75904,75904,70332,70332,17583
11315,1,17582,1152153254,75902,75902,70328,70328,17582
11315,2,8791,288013140,37950,75900,35164,70328,8791
11316,1,17581,1152087720,75900,75900,70324,70324,17581
11317,1,17580,1152022186,75897,75897,70320,70320,17580
11317,2,8790,287980374,37948,75896,35160,70320,8790
11317,4,4395,71982508,18973,75892,17580,70320,4395
11318,1,17579,1151956652,75895,75895,70316,70316,17579
11319,1,17578,1151891118,75893,75893,70312,70312,17578
11319,2,8789,287947608,37946,75892,35156,70312,8789
11320,1,17577,1151825584,75891,75891,70308,70308,17577
11321,1,17576,1151760050,75889,75889,70304,70304,17576
11321,2,8788,287914842,37944,75888,35152,70304,8788
11321,4,4394,71966126,18971,75884,17576,70304,4394
11321,8,2197,17985240,9485,75880,8788,70304,2197
11322,1,17575,1151694516,75887,75887,70300,70300,17575
11323,1,17574,1151628982,75884,75884,70296,70296,17574
11323,2,8787,287882076,37942,75884,35148,70296,8787
11324,1,17573,1151563448,75882,75882,70292,70292,17573
11325,1,17572,1151497914,75880,75880,70288,70288,17572
11325,2,8786,287849310,37939,75878,35144,70288,8786
11325,4,4393,71949744,18969,75876,17572,70288,4393
11326,1,17571,1151432380,75878,75878,70284,70284,17571
11327,1,17570,1151366846,75876,75876,70280,70280,17570
11327,2,8785,287816544,37937,75874,35140,70280,8785
11328,1,17569,1151301312,75874,75874,70276,70276,17569
11329,1,17568,1151235778,75871,75871,70272,70272,17568
11329,2,8784,287783778,37935,75870,35136,70272,8784
11329,4,4392,71933362,18967,75868,17568,70272,4392
11329,8,2196,17977050,9483,75864,8784,70272,2196
11329,16,1098,4491118,4741,75856,4392,70272,1098
11330,1,17567,1151170244,75869,75869,70268,70268,17567
11331,1,17566,1151104710,75867,75867,70264,70264,17566
11331,2,8783,287751012,37933,75866,35132,70264,8783
11332,1,17565,1151039176,75865,75865,70260,70260,17565
11333,1,17564,1150973642,75863,75863,70256,70256,17564
11333,2,8782,287718246,37931,75862,35128,70256,8782
11333,4,4391,71916980,18965,75860,17564,70256,4391
11334,1,17563,1150908108,75861,75861,70252,70252,17563
11335,1,17562,1150842574,75859,75859,70248,70248,17562
11335,2,8781,287685480,37929,75858,35124,70248,8781
11336,1,17561,1150777040,75856,75856,70244,70244,17561
11337,1,17560,1150711506,75854,75854,70240,70240,17560
11337,2,8780,287652714,37926,75852,35120,70240,8780
11337,4,4390,71900598,18963,75852,17560,70240,4390
11337,8,2195,17968860,9481,75848,8780,70240,2195
11338,1,17559,1150645972,75852,75852,70236,70236,17559
11339,1,17558,1150580438,75850,75850,70232,70232,17558
11339,2,8779,287619948,37924,75848,35116,70232,8779
11340,1,17557,1150514904,75848,75848,70228,70228,17557
11341,1,17556,1150449370,75846,75846,70224,70224,17556
11341,2,8778,287587182,37922,75844,35112,70224,8778
11341,4,4389,71884216,18960,75840,17556,70224,4389
11342,1,17555,1150383836,75843,75843,70220,70220,17555
11343,1,17554,1150318302,75841,75841,70216,70216,17554
11343,2,8777,287554416,37920,75840,35108,70216,8777
11344,1,17553,1150252768,75839,75839,70212,70212,17553
11345,1,17552,1150187234,75837,75837,70208,70208,17552
11345,2,8776,287521650,37918,75836,35104,70208,8776
11345,4,4388,71867834,18958,75832,17552,70208,4388
11345,8,2194,17960670,9478,75824,8776,70208,2194
11345,16,1097,4487024,4739,75824,4388,70208,1097
11345,32,548,1119162,2368,75776,2192,70144,548
11346,1,17551,1150121700,75835,75835,70204,70204,17551
11347,1,17550,1150056166,75833,75833,70200,70200,17550
11347,2,8775,287488884,37916,75832,35100,70200,8775
11348,1,17549,1149990632,75830,75830,70196,70196,17549
11349,1,17548,1149925098,75828,75828,70192,70192,17548
11349,2,8774,287456118,37913,75826,35096,70192,8774
11349,4,4387,71851452,18956,75824,17548,70192,4387
11350,1,17547,1149859564,75826,75826,70188,70188,17547
11351,1,17546,1149794030,75824,75824,70184,70184,17546
11351,2,8773,287423352,37911,75822,35092,70184,8773
11352,1,17545,1149728496,75822,75822,70180,70180,17545
11353,1,17544,1149662962,75820,75820,70176,70176,17544
11353,2,8772,287390586,37909,75818,35088,70176,8772
11353,4,4386,71835070,18954,75816,17544,70176,4386
11353,8,2193,17952480,9476,75808,8772,70176,2193
11354,1,17543,1149597428,75817,75817,70172,70172,17543
11355,1,17542,1149531894,75815,75815,70168,70168,17542
11355,2,8771,287357820,37907,75814,35084,70168,8771
11356,1,17541,1149466360,75813,75813,70164,70164,17541
11357,1,17540,1149400826,75811,75811,70160,70160,17540
11357,2,8770,287325054,37905,75810,35080,70160,8770
11357,4,4385,71818688,18952,75808,17540,70160,4385
11358,1,17539,1149335292,75809,75809,70156,70156,17539
11359,1,17538,1149269758,75807,75807,70152,70152,17538
11359,2,8769,287292288,37903,75806,35076,70152,8769
11360,1,17537,1149204224,75805,75805,70148,70148,17537
11361,1,17536,1149138690,75802,75802,70144,70144,17536
11361,2,8768,287259522,37901,75802,35072,70144,8768
11361,4,4384,71802306,18950,75800,17536,70144,4384
11361,8,2192,17944290,9474,75792,8768,70144,2192
11361,16,1096,4482930,4736,75776,4384,70144,1096
11362,1,17535,1149073156,75800,75800,70140,70140,17535
11363,1,17534,1149007622,75798,75798,70136,70136,17534
11363,2,8767,287226756,37898,75796,35068,70136,8767
11364,1,17533,1148942088,75796,75796,70132,70132,17533
11365,1,17532,1148876554,75794,75794,70128,70128,17532
11365,2,8766,287193990,37896,75792,35064,70128,8766
11365,4,4383,71785924,18947,75788,17532,70128,4383
11366,1,17531,1148811020,75792,75792,70124,70124,17531
11367,1,17530,1148745486,75789,75789,70120,70120,17530
11367,2,8765,287161224,37894,75788,35060,70120,8765
11368,1,17529,1148679952,75787,75787,70116,70116,17529
11369,1,17528,1148614418,75785,75785,70112,70112,17528
11369,2,8764,287128458,37892,75784,35056,70112,8764
11369,4,4382,71769542,18945,75780,17528,70112,4382
11369,8,2191,17936100,9472,75776,8764,70112,2191
11370,1,17527,1148548884,75783,75783,70108,70108,17527
11371,1,17526,1148483350,75781,75781,70104,70104,17526
11371,2,8763,287095692,37890,75780,35052,70104,8763
11372,1,17525,1148417816,75779,75779,70100,70100,17525
11373,1,17524,1148352282,75776,75776,70096,70096,17524
11373,2,8762,287062926,37888,75776,35048,70096,8762
11373,4,4381,71753160,18943,75772,17524,70096,4381
11374,1,17523,1148286748,75774,75774,70092,70092,17523
11375,1,17522,1148221214,75772,75772,70088,70088,17522
11375,2,8761,287030160,37885,75770,35044,70088,8761
11376,1,17521,1148155680,75770,75770,70084,70084,17521
11377,1,17520,1148090146,75768,75768,70080,70080,17520
11377,2,8760,286997394,37883,75766,35040,70080,8760
11377,4,4380,71736778,18941,75764,17520,70080,4380
11377,8,2190,17927910,9470,75760,8760,70080,2190
11377,16,1095,4478836,4734,75744,4380,70080,1095
11377,32,547,1117116,2365,75680,2188,70016,547
11377,64,273,277984,1181,75584,1092,69888,273
11377,128,136,68850,589,75392,544,69632,136
11377,256,68,17018,294,75264,272,69632,68
11377,512,34,4158,146,74752,136,69632,34
11377,1024,17,992,72,73728,68,69632,17
11378,1,17519,1148024612,75766,75766,70076,70076,17519
11379,1,17518,1147959078,75763,75763,70072,70072,17518
11379,2,8759,286964628,37881,75762,35036,70072,8759
11380,1,17517,1147893544,75761,75761,70068,70068,17517
11381,1,17516,1147828010,75759,75759,70064,70064,17516
11381,2,8758,286931862,37879,75758,35032,70064,8758
11381,4,4379,71720396,18939,75756,17516,70064,4379
11382,1,17515,1147762476,75757,75757,70060,70060,17515
11383,1,17514,1147696942,75755,75755,70056,70056,17514
11383,2,8757,286899096,37877,75754,35028,70056,8757
11384,1,17513,1147631408,75753,75753,70052,70052,17513
11385,1,17512,1147565874,75750,75750,70048,70048,17512
11385,2,8756,286866330,37875,75750,35024,70048,8756
11385,4,4378,71704014,18937,75748,17512,70048,4378
11385,8,2189,17919720,9468,75744,8756,70048,2189
11386,1,17511,1147500340,75748,75748,70044,70044,17511
11387,1,17510,1147434806,75746,75746,70040,70040,17510
11387,2,8755,286833564,37872,75744,35020,70040,8755
11388,1,17509,1147369272,75744,75744,70036,70036,17509
11389,1,17508,1147303738,75742,75742,70032,70032,17508
11389,2,8754,286800798,37870,75740,35016,70032,8754
11389,4,4377,71687632,18934,75736,17508,70032,4377
11390,1,17507,1147238204,75740,75740,70028,70028,17507
11391,1,17506,1147172670,75737,75737,70024,70024,17506
11391,2,8753,286768032,37868,75736,35012,70024,8753
11392,1,17505,1147107136,75735,75735,70020,70020,17505
11393,1,17504,1147041602,75733,75733,70016,70016,17504
11393,2,8752,286735266,37866,75732,35008,70016,8752
11393,4,4376,71671250,18932,75728,17504,70016,4376
11393,8,2188,17911530,9465,75720,8752,70016,2188
11393,16,1094,4474742,4732,75712,4376,70016,1094
11394,1,17503,1146976068,75731,75731,70012,70012,17503
11395,1,17502,1146910534,75729,75729,70008,70008,17502
11395,2,8751,286702500,37864,75728,35004,70008,8751
11396,1,17501,1146845000,75727,75727,70004,70004,17501
11397,1,17500,1146779466,75725,75725,70000,70000,17500
11397,2,8750,286669734,37862,75724,35000,70000,8750
11397,4,4375,71654868,18930,75720,17500,70000,4375
11398,1,17499,1146713932,75722,75722,69996,69996,17499
11399,1,17498,1146648398,75720,75720,69992,69992,17498
11399,2,8749,286636968,37859,75718,34996,69992,8749
11400,1,17497,1146582864,75718,75718,69988,69988,17497
11401,1,17496,1146517330,75716,75716,69984,69984,17496
11401,2,8748,286604202,37857,75714,34992,69984,8748
11401,4,4374,71638486,18928,75712,17496,69984,4374
11401,8,2187,17903340,9463,75704,8748,69984,2187
11402,1,17495,1146451796,75714,75714,69980,69980,17495
11403,1,17494,1146386262,75712,75712,69976,69976,17494
11403,2,8747,286571436,37855,75710,34988,69976,8747
11404,1,17493,1146320728,75709,75709,69972,69972,17493
11405,1,17492,1146255194,75707,75707,69968,69968,17492
11405,2,8746,286538670,37853,75706,34984,69968,8746
11405,4,4373,71622104,18926,75704,17492,69968,4373
11406,1,17491,1146189660,75705,75705,69964,69964,17491
11407,1,17490,1146124126,75703,75703,69960,69960,17490
11407,2,8745,286505904,37851,75702,34980,69960,8745
11408,1,17489,1146058592,75701,75701,69956,69956,17489
11409,1,17488,1145993058,75699,75699,69952,69952,17488
11409,2,8744,286473138,37849,75698,34976,69952,8744
11409,4,4372,71605722,18924,75696,17488,69952,4372
11409,8,2186,17895150,9461,75688,8744,69952,2186
11409,16,1093,4470648,4730,75680,4372,69952,1093
11409,32,546,1115070,2363,75616,2184,69888,546
11410,1,17487,1145927524,75696,75696,69948,69948,17487
11411,1,17486,1145861990,75694,75694,69944,69944,17486
11411,2,8743,286440372,37846,75692,34972,69944,8743
11412,1,17485,1145796456,75692,75692,69940,69940,17485
11413,1,17484,1145730922,75690,75690,69936,69936,17484
11413,2,8742,286407606,37844,75688,34968,69936,8742
11413,4,4371,71589340,18921,75684,17484,69936,4371
11414,1,17483,1145665388,75688,75688,69932,69932,17483
11415,1,17482,1145599854,75686,75686,69928,69928,17482
11415,2,8741,286374840,37842,75684,34964,69928,8741
11416,1,17481,1145534320,75683,75683,69924,69924,17481
11417,1,17480,1145468786,75681,75681,69920,69920,17480
11417,2,8740,286342074,37840,75680,34960,69920,8740
11417,4,4370,71572958,18919,75676,17480,69920,4370
11417,8,2185,17886960,9459,75672,8740,69920,2185
11418,1,17479,1145403252,75679,75679,69916,69916,17479
11419,1,17478,1145337718,75677,75677,69912,69912,17478
11419,2,8739,286309308,37838,75676,34956,69912,8739
11420,1,17477,1145272184,75675,75675,69908,69908,17477
11421,1,17476,1145206650,75673,75673,69904,69904,17476
11421,2,8738,286276542,37836,75672,34952,69904,8738
11421,4,4369,71556576,18917,75668,17476,69904,4369
11422,1,17475,1145141116,75670,75670,69900,69900,17475
11423,1,17474,1145075582,75668,75668,69896,69896,17474
11423,2,8737,286243776,37833,75666,34948,69896,8737
11424,1,17473,1145010048,75666,75666,69892,69892,17473
11425,1,17472,1144944514,75664,75664,69888,69888,17472
11425,2,8736,286211010,37831,75662,34944,69888,8736
11425,4,4368,71540194,18915,75660,17472,69888,4368
11425,8,2184,17878770,9457,75656,8736,69888,2184
11425,16,1092,4466554,4728,75648,4368,69888,1092
11426,1,17471,1144878980,75662,75662,69884,69884,17471
11427,1,17470,1144813446,75660,75660,69880,69880,17470
11427,2,8735,286178244,37829,75658,34940,69880,8735
11428,1,17469,1144747912,75657,75657,69876,69876,17469
11429,1,17468,1144682378,75655,75655,69872,69872,17468
11429,2,8734,286145478,37827,75654,34936,69872,8734
11429,4,4367,71523812,18913,75652,17468,69872,4367
11430,1,17467,1144616844,75653,75653,69868,69868,17467
11431,1,17466,1144551310,75651,75651,69864,69864,17466
11431,2,8733,286112712,37825,75650,34932,69864,8733
11432,1,17465,1144485776,75649,75649,69860,69860,17465
11433,1,17464,1144420242,75647,75647,69856,69856,17464
11433,2,8732,286079946,37823,75646,34928,69856,8732
11433,4,4366,71507430,18911,75644,17464,69856,4366
11433,8,2183,17870580,9455,75640,8732,69856,2183
11434,1,17463,1144354708,75644,75644,69852,69852,17463
11435,1,17462,1144289174,75642,75642,69848,69848,17462
11435,2,8731,286047180,37820,75640,34924,69848,8731
11436,1,17461,1144223640,75640,75640,69844,69844,17461
11437,1,17460,1144158106,75638,75638,69840,69840,17460
11437,2,8730,286014414,37818,75636,34920,69840,8730
11437,4,4365,71491048,18908,75632,17460,69840,4365
11438,1,17459,1144092572,75636,75636,69836,69836,17459
11439,1,17458,1144027038,75634,75634,69832,69832,17458
11439,2,8729,285981648,37816,75632,34916,69832,8729
11440,1,17457,1143961504,75631,75631,69828,69828,17457
11441,1,17456,1143895970,75629,75629,69824,69824,17456
11441,2,8728,285948882,37814,75628,34912,69824,8728
11441,4,4364,71474666,18906,75624,17456,69824,4364
11441,8,2182,17862390,9453,75624,8728,69824,2182
11441,16,1091,4462460,4726,75616,4364,69824,1091
11441,32,545,1113024,2361,75552,2180,69760,545
11441,64,272,276962,1179,75456,1088,69632,272
11442,1,17455,1143830436,75627,75627,69820,69820,17455
11443,1,17454,1143764902,75625,75625,69816,69816,17454
11443,2,8727,285916116,37812,75624,34908,69816,8727
11444,1,17453,1143699368,75623,75623,69812,69812,17453
11445,1,17452,1143633834,75621,75621,69808,69808,17452
11445,2,8726,285883350,37810,75620,34904,69808,8726
11445,4,4363,71458284,18904,75616,17452,69808,4363
11446,1,17451,1143568300,75618,75618,69804,69804,17451
11447,1,17450,1143502766,75616,75616,69800,69800,17450
11447,2,8725,285850584,37807,75614,34900,69800,8725
11448,1,17449,1143437232,75614,75614,69796,69796,17449
11449,1,17448,1143371698,75612,75612,69792,69792,17448
11449,2,8724,285817818,37805,75610,34896,69792,8724
11449,4,4362,71441902,18902,75608,17448,69792,4362
11449,8,2181,17854200,9450,75600,8724,69792,2181
11450,1,17447,1143306164,75610,75610,69788,69788,17447
11451,1,17446,1143240630,75608,75608,69784,69784,17446
11451,2,8723,285785052,37803,75606,34892,69784,8723
11452,1,17445,1143175096,75605,75605,69780,69780,17445
11453,1,17444,1143109562,75603,75603,69776,69776,17444
11453,2,8722,285752286,37801,75602,34888,69776,8722
11453,4,4361,71425520,18900,75600,17444,69776,4361
11454,1,17443,1143044028,75601,75601,69772,69772,17443
11455,1,17442,1142978494,75599,75599,69768,69768,17442
11455,2,8721,285719520,37799,75598,34884,69768,8721
11456,1,17441,1142912960,75597,75597,69764,69764,17441
11457,1,17440,1142847426,75595,75595,69760,69760,17440
11457,2,8720,285686754,37797,75594,34880,69760,8720
11457,4,4360,71409138,18898,75592,17440,69760,4360
11457,8,2180,17846010,9448,75584,8720,69760,2180
11457,16,1090,4458366,4723,75568,4360,69760,1090
11458,1,17439,1142781892,75592,75592,69756,69756,17439
11459,1,17438,1142716358,75590,75590,69752,69752,17438
11459,2,8719,285653988,37794,75588,34876,69752,8719
11460,1,17437,1142650824,75588,75588,69748,69748,17437
11461,1,17436,1142585290,75586,75586,69744,69744,17436
11461,2,8718,285621222,37792,75584,34872,69744,8718
11461,4,4359,71392756,18895,75580,17436,69744,4359
11462,1,17435,1142519756,75584,75584,69740,69740,17435
11463,1,17434,1142454222,75582,75582,69736,69736,17434
11463,2,8717,285588456,37790,75580,34868,69736,8717
11464,1,17433,1142388688,75579,75579,69732,69732,17433
