c,r,lam,k3,k4,twice_lam,j,pr930_wall,removed_width,support_floor
9753,53848,19144,79202,76576,38288,79202,88400,9198,158620
9754,53847,19143,79200,76572,38286,79200,88395,9195,158619
9755,53846,19142,79198,76568,38284,79198,88390,9192,158617
9756,53845,19141,79195,76564,38282,79195,88385,9190,158616
9757,53844,19140,79193,76560,38280,79193,88380,9187,158615
9758,53843,19139,79191,76556,38278,79191,88375,9184,158613
9759,53842,19138,79189,76552,38276,79189,88370,9181,158612
9760,53841,19137,79187,76548,38274,79187,88365,9178,158610
9761,53840,19136,79185,76544,38272,79185,88360,9175,158609
9762,53839,19135,79183,76540,38270,79183,88355,9172,158607
9763,53838,19134,79181,76536,38268,79181,88350,9169,158606
9764,53837,19133,79179,76532,38266,79179,88345,9166,158604
9765,53836,19132,79177,76528,38264,79177,88340,9163,158603
9766,53835,19131,79175,76524,38262,79175,88335,9160,158601
9767,53834,19130,79173,76520,38260,79173,88330,9157,158600
9768,53833,19129,79171,76516,38258,79171,88325,9154,158598
9769,53832,19128,79169,76512,38256,79169,88320,9151,158597
9770,53831,19127,79166,76508,38254,79166,88315,9149,158596
9771,53830,19126,79164,76504,38252,79164,88310,9146,158594
9772,53829,19125,79162,76500,38250,79162,88305,9143,158593
9773,53828,19124,79160,76496,38248,79160,88300,9140,158591
9774,53827,19123,79158,76492,38246,79158,88295,9137,158590
9775,53826,19122,79156,76488,38244,79156,88290,9134,158588
9776,53825,19121,79154,76484,38242,79154,88285,9131,158587
9777,53824,19120,79152,76480,38240,79152,88280,9128,158585
9778,53823,19119,79150,76476,38238,79150,88275,9125,158584
9779,53822,19118,79148,76472,38236,79148,88270,9122,158582
9780,53821,19117,79146,76468,38234,79146,88265,9119,158581
9781,53820,19116,79144,76464,38232,79144,88260,9116,158579
9782,53819,19115,79142,76460,38230,79142,88255,9113,158578
9783,53818,19114,79140,76456,38228,79140,88250,9110,158576
9784,53817,19113,79138,76452,38226,79138,88245,9107,158575
9785,53816,19112,79135,76448,38224,79135,88240,9105,158574
9786,53815,19111,79133,76444,38222,79133,88235,9102,158572
9787,53814,19110,79131,76440,38220,79131,88230,9099,158571
9788,53813,19109,79129,76436,38218,79129,88225,9096,158569
9789,53812,19108,79127,76432,38216,79127,88220,9093,158568
9790,53811,19107,79125,76428,38214,79125,88215,9090,158566
9791,53810,19106,79123,76424,38212,79123,88210,9087,158565
9792,53809,19105,79121,76420,38210,79121,88205,9084,158563
9793,53808,19104,79119,76416,38208,79119,88200,9081,158562
9794,53807,19103,79117,76412,38206,79117,88195,9078,158560
9795,53806,19102,79115,76408,38204,79115,88190,9075,158559
9796,53805,19101,79113,76404,38202,79113,88185,9072,158557
9797,53804,19100,79111,76400,38200,79111,88180,9069,158556
9798,53803,19099,79109,76396,38198,79109,88175,9066,158554
9799,53802,19098,79106,76392,38196,79106,88170,9064,158553
9800,53801,19097,79104,76388,38194,79104,88165,9061,158552
9801,53800,19096,79102,76384,38192,79102,88160,9058,158550
9802,53799,19095,79100,76380,38190,79100,88155,9055,158549
9803,53798,19094,79098,76376,38188,79098,88150,9052,158547
9804,53797,19093,79096,76372,38186,79096,88145,9049,158546
9805,53796,19092,79094,76368,38184,79094,88140,9046,158544
9806,53795,19091,79092,76364,38182,79092,88135,9043,158543
9807,53794,19090,79090,76360,38180,79090,88130,9040,158541
9808,53793,19089,79088,76356,38178,79088,88125,9037,158540
9809,53792,19088,79086,76352,38176,79086,88120,9034,158538
9810,53791,19087,79084,76348,38174,79084,88115,9031,158537
9811,53790,19086,79082,76344,38172,79082,88110,9028,158535
9812,53789,19085,79080,76340,38170,79080,88105,9025,158534
9813,53788,19084,79077,76336,38168,79077,88100,9023,158533
9814,53787,19083,79075,76332,38166,79075,88095,9020,158531
9815,53786,19082,79073,76328,38164,79073,88090,9017,158530
9816,53785,19081,79071,76324,38162,79071,88085,9014,158528
9817,53784,19080,79069,76320,38160,79069,88080,9011,158527
9818,53783,19079,79067,76316,38158,79067,88075,9008,158525
9819,53782,19078,79065,76312,38156,79065,88070,9005,158524
9820,53781,19077,79063,76308,38154,79063,88065,9002,158522
9821,53780,19076,79061,76304,38152,79061,88060,8999,158521
9822,53779,19075,79059,76300,38150,79059,88055,8996,158519
9823,53778,19074,79057,76296,38148,79057,88050,8993,158518
9824,53777,19073,79055,76292,38146,79055,88045,8990,158516
9825,53776,19072,79053,76288,38144,79053,88040,8987,158515
9826,53775,19071,79051,76284,38142,79051,88035,8984,158513
9827,53774,19070,79048,76280,38140,79048,88030,8982,158512
9828,53773,19069,79046,76276,38138,79046,88025,8979,158511
9829,53772,19068,79044,76272,38136,79044,88020,8976,158509
9830,53771,19067,79042,76268,38134,79042,88015,8973,158508
9831,53770,19066,79040,76264,38132,79040,88010,8970,158506
9832,53769,19065,79038,76260,38130,79038,88005,8967,158505
9833,53768,19064,79036,76256,38128,79036,88000,8964,158503
9834,53767,19063,79034,76252,38126,79034,87995,8961,158502
9835,53766,19062,79032,76248,38124,79032,87990,8958,158500
9836,53765,19061,79030,76244,38122,79030,87985,8955,158499
9837,53764,19060,79028,76240,38120,79028,87980,8952,158497
9838,53763,19059,79026,76236,38118,79026,87975,8949,158496
9839,53762,19058,79024,76232,38116,79024,87970,8946,158494
9840,53761,19057,79021,76228,38114,79021,87965,8944,158493
9841,53760,19056,79019,76224,38112,79019,87960,8941,158492
9842,53759,19055,79017,76220,38110,79017,87955,8938,158490
9843,53758,19054,79015,76216,38108,79015,87950,8935,158489
9844,53757,19053,79013,76212,38106,79013,87945,8932,158487
9845,53756,19052,79011,76208,38104,79011,87940,8929,158486
9846,53755,19051,79009,76204,38102,79009,87935,8926,158484
9847,53754,19050,79007,76200,38100,79007,87930,8923,158483
9848,53753,19049,79005,76196,38098,79005,87925,8920,158481
9849,53752,19048,79003,76192,38096,79003,87920,8917,158480
9850,53751,19047,79001,76188,38094,79001,87915,8914,158478
9851,53750,19046,78999,76184,38092,78999,87910,8911,158477
9852,53749,19045,78997,76180,38090,78997,87905,8908,158475
9853,53748,19044,78995,76176,38088,78995,87900,8905,158474
9854,53747,19043,78992,76172,38086,78992,87895,8903,158473
9855,53746,19042,78990,76168,38084,78990,87890,8900,158471
9856,53745,19041,78988,76164,38082,78988,87885,8897,158470
9857,53744,19040,78986,76160,38080,78986,87880,8894,158468
9858,53743,19039,78984,76156,38078,78984,87875,8891,158467
9859,53742,19038,78982,76152,38076,78982,87870,8888,158465
9860,53741,19037,78980,76148,38074,78980,87865,8885,158464
9861,53740,19036,78978,76144,38072,78978,87860,8882,158462
9862,53739,19035,78976,76140,38070,78976,87855,8879,158461
9863,53738,19034,78974,76136,38068,78974,87850,8876,158459
9864,53737,19033,78972,76132,38066,78972,87845,8873,158458
9865,53736,19032,78970,76128,38064,78970,87840,8870,158456
9866,53735,19031,78968,76124,38062,78968,87835,8867,158455
9867,53734,19030,78965,76120,38060,78965,87830,8865,158454
9868,53733,19029,78963,76116,38058,78963,87825,8862,158452
9869,53732,19028,78961,76112,38056,78961,87820,8859,158451
9870,53731,19027,78959,76108,38054,78959,87815,8856,158449
9871,53730,19026,78957,76104,38052,78957,87810,8853,158448
9872,53729,19025,78955,76100,38050,78955,87805,8850,158446
9873,53728,19024,78953,76096,38048,78953,87800,8847,158445
9874,53727,19023,78951,76092,38046,78951,87795,8844,158443
9875,53726,19022,78949,76088,38044,78949,87790,8841,158442
9876,53725,19021,78947,76084,38042,78947,87785,8838,158440
9877,53724,19020,78945,76080,38040,78945,87780,8835,158439
9878,53723,19019,78943,76076,38038,78943,87775,8832,158437
9879,53722,19018,78941,76072,38036,78941,87770,8829,158436
9880,53721,19017,78939,76068,38034,78939,87765,8826,158434
9881,53720,19016,78936,76064,38032,78936,87760,8824,158433
9882,53719,19015,78934,76060,38030,78934,87755,8821,158432
9883,53718,19014,78932,76056,38028,78932,87750,8818,158430
9884,53717,19013,78930,76052,38026,78930,87745,8815,158429
9885,53716,19012,78928,76048,38024,78928,87740,8812,158427
9886,53715,19011,78926,76044,38022,78926,87735,8809,158426
9887,53714,19010,78924,76040,38020,78924,87730,8806,158424
9888,53713,19009,78922,76036,38018,78922,87725,8803,158423
9889,53712,19008,78920,76032,38016,78920,87720,8800,158421
9890,53711,19007,78918,76028,38014,78918,87715,8797,158420
9891,53710,19006,78916,76024,38012,78916,87710,8794,158418
9892,53709,19005,78914,76020,38010,78914,87705,8791,158417
9893,53708,19004,78912,76016,38008,78912,87700,8788,158415
9894,53707,19003,78909,76012,38006,78909,87695,8786,158414
9895,53706,19002,78907,76008,38004,78907,87690,8783,158413
9896,53705,19001,78905,76004,38002,78905,87685,8780,158411
9897,53704,19000,78903,76000,38000,78903,87680,8777,158410
9898,53703,18999,78901,75996,37998,78901,87675,8774,158408
9899,53702,18998,78899,75992,37996,78899,87670,8771,158407
9900,53701,18997,78897,75988,37994,78897,87665,8768,158405
9901,53700,18996,78895,75984,37992,78895,87660,8765,158404
9902,53699,18995,78893,75980,37990,78893,87655,8762,158402
9903,53698,18994,78891,75976,37988,78891,87650,8759,158401
9904,53697,18993,78889,75972,37986,78889,87645,8756,158399
9905,53696,18992,78887,75968,37984,78887,87640,8753,158398
9906,53695,18991,78885,75964,37982,78885,87635,8750,158396
9907,53694,18990,78882,75960,37980,78882,87630,8748,158395
9908,53693,18989,78880,75956,37978,78880,87625,8745,158394
9909,53692,18988,78878,75952,37976,78878,87620,8742,158392
9910,53691,18987,78876,75948,37974,78876,87615,8739,158391
9911,53690,18986,78874,75944,37972,78874,87610,8736,158389
9912,53689,18985,78872,75940,37970,78872,87605,8733,158388
9913,53688,18984,78870,75936,37968,78870,87600,8730,158386
9914,53687,18983,78868,75932,37966,78868,87595,8727,158385
9915,53686,18982,78866,75928,37964,78866,87590,8724,158383
9916,53685,18981,78864,75924,37962,78864,87585,8721,158382
9917,53684,18980,78862,75920,37960,78862,87580,8718,158380
9918,53683,18979,78860,75916,37958,78860,87575,8715,158379
9919,53682,18978,78858,75912,37956,78858,87570,8712,158377
9920,53681,18977,78855,75908,37954,78855,87565,8710,158376
9921,53680,18976,78853,75904,37952,78853,87560,8707,158375
9922,53679,18975,78851,75900,37950,78851,87555,8704,158373
9923,53678,18974,78849,75896,37948,78849,87550,8701,158372
9924,53677,18973,78847,75892,37946,78847,87545,8698,158370
9925,53676,18972,78845,75888,37944,78845,87540,8695,158369
9926,53675,18971,78843,75884,37942,78843,87535,8692,158367
9927,53674,18970,78841,75880,37940,78841,87530,8689,158366
9928,53673,18969,78839,75876,37938,78839,87525,8686,158364
9929,53672,18968,78837,75872,37936,78837,87520,8683,158363
9930,53671,18967,78835,75868,37934,78835,87515,8680,158361
9931,53670,18966,78833,75864,37932,78833,87510,8677,158360
9932,53669,18965,78831,75860,37930,78831,87505,8674,158358
9933,53668,18964,78828,75856,37928,78828,87500,8672,158357
9934,53667,18963,78826,75852,37926,78826,87495,8669,158356
9935,53666,18962,78824,75848,37924,78824,87490,8666,158354
9936,53665,18961,78822,75844,37922,78822,87485,8663,158353
9937,53664,18960,78820,75840,37920,78820,87480,8660,158351
9938,53663,18959,78818,75836,37918,78818,87475,8657,158350
9939,53662,18958,78816,75832,37916,78816,87470,8654,158348
9940,53661,18957,78814,75828,37914,78814,87465,8651,158347
9941,53660,18956,78812,75824,37912,78812,87460,8648,158345
9942,53659,18955,78810,75820,37910,78810,87455,8645,158344
9943,53658,18954,78808,75816,37908,78808,87450,8642,158342
9944,53657,18953,78806,75812,37906,78806,87445,8639,158341
9945,53656,18952,78803,75808,37904,78803,87440,8637,158340
9946,53655,18951,78801,75804,37902,78801,87435,8634,158338
9947,53654,18950,78799,75800,37900,78799,87430,8631,158337
9948,53653,18949,78797,75796,37898,78797,87425,8628,158335
9949,53652,18948,78795,75792,37896,78795,87420,8625,158334
9950,53651,18947,78793,75788,37894,78793,87415,8622,158332
9951,53650,18946,78791,75784,37892,78791,87410,8619,158331
9952,53649,18945,78789,75780,37890,78789,87405,8616,158329
9953,53648,18944,78787,75776,37888,78787,87400,8613,158328
9954,53647,18943,78785,75772,37886,78785,87395,8610,158326
9955,53646,18942,78783,75768,37884,78783,87390,8607,158325
9956,53645,18941,78781,75764,37882,78781,87385,8604,158323
9957,53644,18940,78779,75760,37880,78779,87380,8601,158322
9958,53643,18939,78776,75756,37878,78776,87375,8599,158321
9959,53642,18938,78774,75752,37876,78774,87370,8596,158319
9960,53641,18937,78772,75748,37874,78772,87365,8593,158318
9961,53640,18936,78770,75744,37872,78770,87360,8590,158316
9962,53639,18935,78768,75740,37870,78768,87355,8587,158315
9963,53638,18934,78766,75736,37868,78766,87350,8584,158313
9964,53637,18933,78764,75732,37866,78764,87345,8581,158312
9965,53636,18932,78762,75728,37864,78762,87340,8578,158310
9966,53635,18931,78760,75724,37862,78760,87335,8575,158309
9967,53634,18930,78758,75720,37860,78758,87330,8572,158307
9968,53633,18929,78756,75716,37858,78756,87325,8569,158306
9969,53632,18928,78754,75712,37856,78754,87320,8566,158304
9970,53631,18927,78751,75708,37854,78751,87315,8564,158303
9971,53630,18926,78749,75704,37852,78749,87310,8561,158302
9972,53629,18925,78747,75700,37850,78747,87305,8558,158300
9973,53628,18924,78745,75696,37848,78745,87300,8555,158299
9974,53627,18923,78743,75692,37846,78743,87295,8552,158297
9975,53626,18922,78741,75688,37844,78741,87290,8549,158296
9976,53625,18921,78739,75684,37842,78739,87285,8546,158294
9977,53624,18920,78737,75680,37840,78737,87280,8543,158293
9978,53623,18919,78735,75676,37838,78735,87275,8540,158291
9979,53622,18918,78733,75672,37836,78733,87270,8537,158290
9980,53621,18917,78731,75668,37834,78731,87265,8534,158288
9981,53620,18916,78729,75664,37832,78729,87260,8531,158287
9982,53619,18915,78727,75660,37830,78727,87255,8528,158285
9983,53618,18914,78724,75656,37828,78724,87250,8526,158284
9984,53617,18913,78722,75652,37826,78722,87245,8523,158283
9985,53616,18912,78720,75648,37824,78720,87240,8520,158281
9986,53615,18911,78718,75644,37822,78718,87235,8517,158280
9987,53614,18910,78716,75640,37820,78716,87230,8514,158278
9988,53613,18909,78714,75636,37818,78714,87225,8511,158277
9989,53612,18908,78712,75632,37816,78712,87220,8508,158275
9990,53611,18907,78710,75628,37814,78710,87215,8505,158274
9991,53610,18906,78708,75624,37812,78708,87210,8502,158272
9992,53609,18905,78706,75620,37810,78706,87205,8499,158271
9993,53608,18904,78704,75616,37808,78704,87200,8496,158269
9994,53607,18903,78702,75612,37806,78702,87195,8493,158268
9995,53606,18902,78699,75608,37804,78699,87190,8491,158267
9996,53605,18901,78697,75604,37802,78697,87185,8488,158265
9997,53604,18900,78695,75600,37800,78695,87180,8485,158264
9998,53603,18899,78693,75596,37798,78693,87175,8482,158262
9999,53602,18898,78691,75592,37796,78691,87170,8479,158261
10000,53601,18897,78689,75588,37794,78689,87165,8476,158259
10001,53600,18896,78687,75584,37792,78687,87160,8473,158258
10002,53599,18895,78685,75580,37790,78685,87155,8470,158256
10003,53598,18894,78683,75576,37788,78683,87150,8467,158255
10004,53597,18893,78681,75572,37786,78681,87145,8464,158253
10005,53596,18892,78679,75568,37784,78679,87140,8461,158252
10006,53595,18891,78677,75564,37782,78677,87135,8458,158250
10007,53594,18890,78674,75560,37780,78674,87130,8456,158249
10008,53593,18889,78672,75556,37778,78672,87125,8453,158248
10009,53592,18888,78670,75552,37776,78670,87120,8450,158246
10010,53591,18887,78668,75548,37774,78668,87115,8447,158245
10011,53590,18886,78666,75544,37772,78666,87110,8444,158243
10012,53589,18885,78664,75540,37770,78664,87105,8441,158242
10013,53588,18884,78662,75536,37768,78662,87100,8438,158240
10014,53587,18883,78660,75532,37766,78660,87095,8435,158239
10015,53586,18882,78658,75528,37764,78658,87090,8432,158237
10016,53585,18881,78656,75524,37762,78656,87085,8429,158236
10017,53584,18880,78654,75520,37760,78654,87080,8426,158234
10018,53583,18879,78652,75516,37758,78652,87075,8423,158233
10019,53582,18878,78649,75512,37756,78649,87070,8421,158232
10020,53581,18877,78647,75508,37754,78647,87065,8418,158230
10021,53580,18876,78645,75504,37752,78645,87060,8415,158229
10022,53579,18875,78643,75500,37750,78643,87055,8412,158227
10023,53578,18874,78641,75496,37748,78641,87050,8409,158226
10024,53577,18873,78639,75492,37746,78639,87045,8406,158224
10025,53576,18872,78637,75488,37744,78637,87040,8403,158223
10026,53575,18871,78635,75484,37742,78635,87035,8400,158221
10027,53574,18870,78633,75480,37740,78633,87030,8397,158220
10028,53573,18869,78631,75476,37738,78631,87025,8394,158218
10029,53572,18868,78629,75472,37736,78629,87020,8391,158217
10030,53571,18867,78627,75468,37734,78627,87015,8388,158215
10031,53570,18866,78624,75464,37732,78624,87010,8386,158214
10032,53569,18865,78622,75460,37730,78622,87005,8383,158213
10033,53568,18864,78620,75456,37728,78620,87000,8380,158211
10034,53567,18863,78618,75452,37726,78618,86995,8377,158210
10035,53566,18862,78616,75448,37724,78616,86990,8374,158208
10036,53565,18861,78614,75444,37722,78614,86985,8371,158207
10037,53564,18860,78612,75440,37720,78612,86980,8368,158205
10038,53563,18859,78610,75436,37718,78610,86975,8365,158204
10039,53562,18858,78608,75432,37716,78608,86970,8362,158202
10040,53561,18857,78606,75428,37714,78606,86965,8359,158201
10041,53560,18856,78604,75424,37712,78604,86960,8356,158199
10042,53559,18855,78602,75420,37710,78602,86955,8353,158198
10043,53558,18854,78599,75416,37708,78599,86950,8351,158197
10044,53557,18853,78597,75412,37706,78597,86945,8348,158195
10045,53556,18852,78595,75408,37704,78595,86940,8345,158194
10046,53555,18851,78593,75404,37702,78593,86935,8342,158192
